|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   3260 |   10  |   26  |  12  |  9   |    0.46    | 8  | 10 | 10 | 10 |  4  |  12 |  9  | 7  | 10 |     131     |    15    |   1.20   |     0.38    |  1.20  |   0.68  | ibmq_marrakesh |
|   3261 |   11  |   23  |  7   |  7   |    0.30    | 6  | 11 | 7  | 9  |  11 |  9  |  7  | 16 | 10 |     131     |    15    |   0.64   |     0.48    |  0.88  |   0.71  | ibmq_marrakesh |
|   3262 |   6   |   43  |  9   |  11  |    0.21    | 7  | 10 | 8  | 8  |  7  |  24 |  11 | 11 | 7  |     145     |    15    |   1.50   |     0.14    |  0.75  |   0.72  |  ibmq_prague   |
|   3263 |   4   |   53  |  14  |  11  |    0.26    | 13 | 6  | 4  | 6  |  7  |  8  |  9  | 7  | 5  |     114     |    15    |   3.50   |     0.08    |  1.17  |   0.67  |ibmq_sherbrooke |
|   3264 |   7   |   24  |  6   |  5   |    0.25    | 7  | 7  | 13 | 6  |  9  |  5  |  3  | 6  | 8  |      98     |    15    |   0.86   |     0.29    |  1.00  |   0.70  |   ibmq_osaka   |
|   3265 |   11  |   30  |  7   |  6   |    0.23    | 10 | 13 | 10 | 7  |  13 |  7  |  4  | 9  | 12 |     139     |    15    |   0.64   |     0.37    |  1.00  |   0.65  |  ibmq_prague   |
|   3266 |   8   |   36  |  13  |  12  |    0.36    | 6  | 11 | 7  | 13 |  12 |  6  |  10 | 17 | 12 |     147     |    15    |   1.62   |     0.22    |  1.00  |   0.72  |  ibmq_sydney   |
|   3267 |   7   |   36  |  9   |  11  |    0.25    | 9  | 14 | 11 | 8  |  16 |  12 |  16 | 8  | 16 |     157     |    15    |   1.29   |     0.19    |  0.75  |   0.77  | ibmq_marrakesh |
|   3268 |   10  |   37  |  15  |  12  |    0.41    | 13 | 14 | 15 | 13 |  18 |  11 |  13 | 13 | 14 |     193     |    15    |   1.50   |     0.27    |  1.15  |   0.70  |ibmq_sherbrooke |
|   3269 |   11  |   18  |  4   |  4   |    0.22    | 9  | 8  | 8  | 4  |  7  |  9  |  9  | 7  | 7  |     106     |    15    |   0.36   |     0.61    |  0.80  |   0.68  |  ibmq_prague   |
|   3270 |   4   |   43  |  9   |  6   |    0.21    | 6  | 10 | 3  | 3  |  9  |  8  |  8  | 11 | 8  |     102     |    15    |   2.25   |     0.09    |  1.29  |   0.71  |ibmq_poughkeepsie|
|   3271 |   9   |   42  |  15  |  13  |    0.36    | 13 | 8  | 14 | 15 |  14 |  18 |  21 | 17 | 10 |     201     |    15    |   1.67   |     0.21    |  1.07  |   0.71  |  ibmq_prague   |
|   3272 |   5   |   23  |  6   |  1   |    0.26    | 3  | 7  | 6  | 3  |  5  |  8  |  7  | 7  | 4  |      73     |    15    |   1.20   |     0.22    |  3.00  |   0.70  |  ibmq_prague   |
|   3273 |   5   |   10  |  3   |  2   |    0.30    | 0  | 2  | 0  | 2  |  1  |  2  |  1  | 3  | 6  |      32     |    13    |   0.60   |     0.50    |  1.00  |   0.59  | ibmq_montreal  |
|   3274 |   4   |   24  |  7   |  4   |    0.29    | 5  | 2  | 2  | 1  |  6  |  3  |  7  | 5  | 5  |      60     |    15    |   1.75   |     0.17    |  1.40  |   0.67  |  ibmq_sydney   |
|   3275 |   11  |   20  |  5   |  5   |    0.25    | 5  | 8  | 11 | 7  |  8  |  8  |  7  | 10 | 7  |     109     |    15    |   0.45   |     0.55    |  0.83  |   0.70  |  ibmq_quebec   |
|   3276 |   11  |   30  |  12  |  11  |    0.40    | 13 | 14 | 8  | 13 |  12 |  12 |  12 | 15 | 6  |     167     |    15    |   1.09   |     0.37    |  1.00  |   0.69  |ibmq_sherbrooke |
|   3277 |   5   |   29  |  5   |  6   |    0.17    | 7  | 7  | 9  | 5  |  6  |  12 |  8  | 5  | 7  |      95     |    15    |   1.00   |     0.17    |  0.71  |   0.76  | ibmq_manhattan |
|   3278 |   11  |   18  |  9   |  12  |    0.50    | 7  | 6  | 5  | 6  |  11 |  7  |  6  | 4  | 5  |     104     |    15    |   0.82   |     0.61    |  0.69  |   0.66  |ibmq_sherbrooke |
|   3279 |   11  |   46  |  17  |  23  |    0.37    | 15 | 20 | 18 | 23 |  15 |  15 |  14 | 21 | 10 |     246     |    15    |   1.55   |     0.24    |  0.71  |   0.71  |  ibmq_quebec   |
|   3280 |   6   |   27  |  9   |  3   |    0.33    | 5  | 5  | 6  | 4  |  9  |  4  |  5  | 8  | 3  |      81     |    15    |   1.50   |     0.22    |  2.25  |   0.64  |ibmq_sherbrooke |
|   3281 |   4   |   28  |  5   |  3   |    0.18    | 3  | 1  | 7  | 5  |  6  |  0  |  6  | 7  | 5  |      63     |    14    |   1.25   |     0.14    |  1.25  |   0.68  | ibmq_singapore |
|   3282 |   11  |   16  |  7   |  7   |    0.44    | 2  | 10 | 5  | 4  |  2  |  6  |  9  | 7  | 8  |      92     |    15    |   0.64   |     0.69    |  0.88  |   0.65  |  ibmq_quebec   |
|   3283 |   4   |   13  |  4   |  3   |    0.31    | 2  | 3  | 2  | 1  |  3  |  2  |  2  | 0  | 1  |      32     |    14    |   1.00   |     0.31    |  1.00  |   0.59  |   ibmq_lima    |
|   3284 |   6   |   17  |  4   |  1   |    0.24    | 2  | 5  | 4  | 4  |  3  |  7  |  2  | 5  | 4  |      53     |    15    |   0.67   |     0.35    |  2.00  |   0.70  |  ibmq_prague   |
|   3285 |   7   |   29  |  8   |  10  |    0.28    | 7  | 10 | 6  | 14 |  9  |  5  |  15 | 8  | 11 |     125     |    15    |   1.14   |     0.24    |  0.73  |   0.76  | ibmq_rochester |
|   3286 |   6   |   17  |  9   |  3   |    0.53    | 0  | 2  | 5  | 2  |  2  |  2  |  1  | 5  | 3  |      47     |    14    |   1.50   |     0.35    |  2.25  |   0.53  | ibmq_singapore |
|   3287 |   8   |   46  |  17  |  10  |    0.37    | 15 | 16 | 12 | 17 |  10 |  14 |  8  | 10 | 13 |     180     |    15    |   2.12   |     0.17    |  1.55  |   0.69  | ibmq_peekskill |
|   3288 |   11  |   27  |  8   |  18  |    0.30    | 15 | 11 | 4  | 12 |  13 |  6  |  10 | 14 | 15 |     166     |    15    |   0.73   |     0.41    |  0.42  |   0.71  | ibmq_singapore |
|   3289 |   6   |   12  |  3   |  1   |    0.25    | 3  | 3  | 2  | 1  |  3  |  2  |  1  | 4  | 2  |      39     |    15    |   0.50   |     0.50    |  1.50  |   0.56  |ibmq_sherbrooke |
|   3290 |   6   |   42  |  10  |  9   |    0.24    | 5  | 9  | 9  | 9  |  13 |  8  |  8  | 14 | 10 |     131     |    15    |   1.67   |     0.14    |  1.00  |   0.72  |ibmq_sherbrooke |
|   3291 |   5   |   34  |  5   |  5   |    0.15    | 4  | 5  | 4  | 6  |  8  |  4  |  8  | 11 | 5  |      89     |    15    |   1.00   |     0.15    |  0.83  |   0.67  | ibmq_rochester |
|   3292 |   11  |   33  |  10  |  10  |    0.30    | 9  | 6  | 6  | 19 |  18 |  14 |  19 | 17 | 10 |     186     |    15    |   0.91   |     0.33    |  0.91  |   0.69  |  ibmq_prague   |
|   3293 |   11  |   28  |  14  |  10  |    0.50    | 14 | 9  | 10 | 12 |  7  |  13 |  8  | 9  | 8  |     150     |    15    |   1.27   |     0.39    |  1.27  |   0.67  | ibmq_marrakesh |
|   3294 |   8   |   40  |  16  |  9   |    0.40    | 10 | 13 | 8  | 6  |  9  |  7  |  16 | 12 | 10 |     148     |    15    |   2.00   |     0.20    |  1.60  |   0.68  | ibmq_marrakesh |
|   3295 |   11  |   33  |  13  |  13  |    0.39    | 9  | 12 | 19 | 8  |  12 |  8  |  8  | 10 | 14 |     163     |    15    |   1.18   |     0.33    |  0.93  |   0.69  |ibmq_sherbrooke |
|   3296 |   9   |   19  |  10  |  8   |    0.53    | 5  | 5  | 4  | 3  |  6  |  6  |  3  | 9  | 4  |      85     |    15    |   1.11   |     0.47    |  1.11  |   0.62  |  ibmq_toronto  |
|   3297 |   7   |   25  |  6   |  2   |    0.24    | 8  | 1  | 6  | 4  |  6  |  4  |  7  | 7  | 4  |      77     |    15    |   0.86   |     0.28    |  2.00  |   0.64  |ibmq_sherbrooke |
|   3298 |   6   |   39  |  6   |  10  |    0.15    | 9  | 5  | 9  | 12 |  8  |  13 |  11 | 8  | 10 |     135     |    15    |   1.00   |     0.15    |  0.55  |   0.70  |  ibmq_quebec   |
|   3299 |   9   |   25  |  8   |  6   |    0.32    | 7  | 13 | 11 | 9  |  9  |  7  |  5  | 7  | 11 |     126     |    15    |   0.89   |     0.36    |  1.14  |   0.67  |  ibmq_prague   |
|   3300 |   10  |   28  |  10  |  12  |    0.36    | 21 | 7  | 7  | 7  |  4  |  7  |  12 | 7  | 10 |     135     |    15    |   1.00   |     0.36    |  0.77  |   0.70  |  ibmq_prague   |
|   3301 |   10  |   40  |  14  |  14  |    0.35    | 9  | 16 | 11 | 14 |  11 |  21 |  12 | 9  | 10 |     189     |    15    |   1.40   |     0.25    |  0.93  |   0.67  |  ibmq_prague   |
|   3302 |   6   |   16  |  4   |  5   |    0.25    | 3  | 3  | 1  | 2  |  4  |  2  |  2  | 3  | 4  |      47     |    15    |   0.67   |     0.38    |  0.67  |   0.62  | ibmq_manhattan |
|   3303 |   6   |   11  |  3   |  3   |    0.27    | 6  | 1  | 3  | 5  |  1  |  1  |  2  | 0  | 1  |      39     |    14    |   0.50   |     0.55    |  0.75  |   0.59  |ibmq_sherbrooke |
|   3304 |   4   |   32  |  5   |  2   |    0.16    | 7  | 4  | 3  | 6  |  4  |  11 |  4  | 6  | 6  |      77     |    15    |   1.25   |     0.12    |  1.67  |   0.69  |   ibmq_vigo    |
|   3305 |   9   |   25  |  5   |  7   |    0.20    | 11 | 6  | 9  | 10 |  11 |  12 |  6  | 6  | 12 |     130     |    15    |   0.56   |     0.36    |  0.62  |   0.69  | ibmq_manhattan |
|   3306 |   4   |   29  |  8   |  6   |    0.28    | 1  | 5  | 3  | 2  |  3  |  2  |  7  | 11 | 8  |      70     |    15    |   2.00   |     0.14    |  1.14  |   0.69  | ibmq_peekskill |
|   3307 |   11  |   44  |  22  |  11  |    0.50    | 20 | 19 | 15 | 21 |  23 |  25 |  21 | 17 | 27 |     270     |    15    |   2.00   |     0.25    |  1.83  |   0.74  |  ibmq_prague   |
|   3308 |   4   |   17  |  3   |  0   |    0.18    | 2  | 2  | 5  | 1  |  3  |  4  |  3  | 2  | 3  |      41     |    14    |   0.75   |     0.24    |  3.00  |   0.61  |   ibmq_paris   |
|   3309 |   7   |   43  |  11  |  13  |    0.26    | 10 | 6  | 17 | 13 |  13 |  12 |  10 | 6  | 11 |     155     |    15    |   1.57   |     0.16    |  0.79  |   0.72  |ibmq_sherbrooke |
|   3310 |   11  |   40  |  17  |  8   |    0.42    | 13 | 11 | 13 | 12 |  25 |  12 |  14 | 10 | 20 |     206     |    15    |   1.55   |     0.28    |  1.89  |   0.67  |  ibmq_prague   |
|   3311 |   5   |   36  |  9   |  8   |    0.25    | 8  | 7  | 10 | 3  |  7  |  5  |  4  | 9  | 6  |      94     |    15    |   1.80   |     0.14    |  1.00  |   0.71  | ibmq_marrakesh |
|   3312 |   4   |   39  |  6   |  5   |    0.15    | 7  | 5  | 4  | 5  |  4  |  6  |  8  | 5  | 4  |      86     |    15    |   1.50   |     0.10    |  1.00  |   0.62  |  ibmq_prague   |
|   3313 |   5   |   14  |  2   |  1   |    0.14    | 4  | 2  | 3  | 2  |  4  |  3  |  4  | 1  | 2  |      41     |    15    |   0.40   |     0.36    |  1.00  |   0.63  | ibmq_manhattan |
|   3314 |   6   |   26  |  8   |  5   |    0.31    | 7  | 6  | 2  | 5  |  4  |  5  |  2  | 2  | 3  |      68     |    15    |   1.33   |     0.23    |  1.33  |   0.60  |  ibmq_quebec   |
|   3315 |   9   |   40  |  13  |  18  |    0.33    | 13 | 10 | 9  | 16 |  10 |  14 |  10 | 10 | 10 |     172     |    15    |   1.44   |     0.23    |  0.68  |   0.70  |  ibmq_sydney   |
|   3316 |   9   |   30  |  7   |  11  |    0.23    | 12 | 14 | 9  | 4  |  12 |  10 |  15 | 9  | 8  |     142     |    15    |   0.78   |     0.30    |  0.58  |   0.73  | ibmq_peekskill |
|   3317 |   7   |   18  |  6   |  7   |    0.33    | 4  | 5  | 5  | 9  |  5  |  4  |  8  | 3  | 4  |      74     |    15    |   0.86   |     0.39    |  0.75  |   0.73  | ibmq_marrakesh |
|   3318 |   7   |   21  |  6   |  3   |    0.29    | 6  | 6  | 12 | 7  |  5  |  7  |  11 | 3  | 10 |      98     |    15    |   0.86   |     0.33    |  1.50  |   0.71  | ibmq_singapore |
|   3319 |   7   |   42  |  16  |  11  |    0.38    | 12 | 15 | 15 | 12 |  13 |  16 |  9  | 11 | 14 |     172     |    15    |   2.29   |     0.17    |  1.33  |   0.74  | ibmq_singapore |
|   3320 |   7   |   21  |  10  |  4   |    0.48    | 5  | 4  | 6  | 8  |  4  |  3  |  6  | 3  | 3  |      74     |    15    |   1.43   |     0.33    |  2.00  |   0.62  |  ibmq_prague   |
|   3321 |   11  |   17  |  5   |  4   |    0.29    | 5  | 10 | 2  | 8  |  7  |  12 |  6  | 3  | 7  |      97     |    15    |   0.45   |     0.65    |  1.00  |   0.66  | ibmq_rochester |
|   3322 |   10  |   15  |  10  |  7   |    0.67    | 4  | 6  | 7  | 2  |  6  |  5  |  2  | 6  | 3  |      77     |    15    |   1.00   |     0.67    |  1.25  |   0.62  |ibmq_washington |
|   3323 |   11  |   28  |  13  |  12  |    0.46    | 13 | 8  | 8  | 14 |  7  |  12 |  8  | 12 | 7  |     148     |    15    |   1.18   |     0.39    |  1.00  |   0.68  | ibmq_peekskill |
|   3324 |   9   |   34  |  11  |  11  |    0.32    | 12 | 12 | 8  | 9  |  15 |  13 |  11 | 13 | 18 |     165     |    15    |   1.22   |     0.26    |  0.92  |   0.74  | ibmq_marrakesh |
|   3325 |   11  |   49  |  19  |  7   |    0.39    | 29 | 25 | 13 | 12 |  20 |  24 |  18 | 16 | 14 |     251     |    15    |   1.73   |     0.22    |  2.38  |   0.71  |  ibmq_quebec   |
|   3326 |   11  |   45  |  18  |  11  |    0.40    | 17 | 28 | 16 | 28 |  17 |  16 |  13 | 22 | 15 |     249     |    15    |   1.64   |     0.24    |  1.50  |   0.73  |  ibmq_prague   |
|   3327 |   8   |   46  |  18  |  17  |    0.39    | 12 | 13 | 12 | 14 |  13 |  13 |  12 | 11 | 15 |     186     |    15    |   2.25   |     0.17    |  1.00  |   0.71  |  ibmq_prague   |
|   3328 |   10  |   38  |  18  |  13  |    0.47    | 9  | 16 | 14 | 10 |  18 |  11 |  10 | 15 | 11 |     180     |    15    |   1.80   |     0.26    |  1.29  |   0.71  |ibmq_sherbrooke |
|   3329 |   4   |   28  |  7   |  5   |    0.25    | 7  | 1  | 7  | 4  |  5  |  6  |  2  | 3  | 4  |      66     |    15    |   1.75   |     0.14    |  1.17  |   0.67  |  ibmq_prague   |
|   3330 |   6   |   34  |  7   |  7   |    0.21    | 9  | 7  | 12 | 7  |  6  |  9  |  10 | 4  | 5  |     107     |    15    |   1.17   |     0.18    |  0.88  |   0.71  |   ibmq_osaka   |
|   3331 |   9   |   12  |  6   |  4   |    0.50    | 2  | 9  | 8  | 4  |  5  |  3  |  3  | 6  | 5  |      71     |    15    |   0.67   |     0.75    |  1.20  |   0.69  |  ibmq_sydney   |
|   3332 |   11  |   41  |  18  |  15  |    0.44    | 15 | 17 | 16 | 28 |  21 |  13 |  14 | 14 | 22 |     240     |    15    |   1.64   |     0.27    |  1.12  |   0.73  |  ibmq_sydney   |
|   3333 |   11  |   18  |  8   |  5   |    0.44    | 5  | 11 | 5  | 12 |  8  |  6  |  7  | 12 | 4  |     109     |    15    |   0.73   |     0.61    |  1.33  |   0.69  | ibmq_rochester |
|   3334 |   5   |   13  |  1   |  4   |    0.08    | 5  | 2  | 2  | 3  |  2  |  0  |  2  | 1  | 6  |      39     |    14    |   0.20   |     0.38    |  0.20  |   0.69  | ibmq_singapore |
|   3335 |   11  |   38  |  17  |  13  |    0.45    | 19 | 14 | 13 | 10 |  16 |  12 |  12 | 10 | 10 |     184     |    15    |   1.55   |     0.29    |  1.21  |   0.70  |ibmq_sherbrooke |
|   3336 |   10  |   40  |  20  |  17  |    0.50    | 10 | 15 | 9  | 17 |  21 |  14 |  11 | 10 | 10 |     200     |    15    |   2.00   |     0.25    |  1.11  |   0.67  |  ibmq_quebec   |
|   3337 |   9   |   25  |  7   |  8   |    0.28    | 10 | 4  | 8  | 5  |  8  |  9  |  9  | 9  | 10 |     119     |    15    |   0.78   |     0.36    |  0.78  |   0.67  |ibmq_sherbrooke |
|   3338 |   10  |   16  |  5   |  7   |    0.31    | 4  | 6  | 9  | 5  |  4  |  4  |  9  | 2  | 3  |      84     |    15    |   0.50   |     0.62    |  0.62  |   0.63  | ibmq_marrakesh |
|   3339 |   4   |   27  |  6   |  5   |    0.22    | 4  | 6  | 6  | 3  |  5  |  7  |  3  | 5  | 3  |      67     |    15    |   1.50   |     0.15    |  1.00  |   0.70  |ibmq_poughkeepsie|
|   3340 |   5   |   12  |  2   |  1   |    0.17    | 2  | 0  | 4  | 3  |  3  |  4  |  1  | 1  | 4  |      36     |    14    |   0.40   |     0.42    |  1.00  |   0.64  | ibmq_marrakesh |
|   3341 |   5   |   26  |  3   |  3   |    0.12    | 7  | 5  | 6  | 3  |  4  |  7  |  3  | 3  | 8  |      71     |    15    |   0.60   |     0.19    |  0.75  |   0.69  | ibmq_peekskill |
|   3342 |   8   |   46  |  15  |  12  |    0.33    | 13 | 14 | 12 | 11 |  15 |  11 |  12 | 13 | 10 |     179     |    15    |   1.88   |     0.17    |  1.15  |   0.69  | ibmq_marrakesh |
|   3343 |   9   |   45  |  20  |  10  |    0.44    | 18 | 16 | 15 | 16 |  16 |  13 |  20 | 16 | 14 |     213     |    15    |   2.22   |     0.20    |  1.82  |   0.72  | ibmq_marrakesh |
|   3344 |   5   |   15  |  3   |  6   |    0.20    | 2  | 3  | 5  | 6  |  3  |  3  |  3  | 2  | 5  |      52     |    15    |   0.60   |     0.33    |  0.43  |   0.73  | ibmq_rochester |
|   3345 |   8   |   9   |  1   |  7   |    0.11    | 4  | 3  | 4  | 2  |  0  |  1  |  1  | 3  | 5  |      43     |    14    |   0.12   |     0.89    |  0.12  |   0.70  | ibmq_manhattan |
|   3346 |   9   |   23  |  11  |  6   |    0.48    | 8  | 4  | 11 | 7  |  4  |  6  |  5  | 5  | 4  |      93     |    15    |   1.22   |     0.39    |  1.57  |   0.65  | ibmq_singapore |
|   3347 |   9   |   29  |  14  |  13  |    0.48    | 8  | 11 | 8  | 11 |  10 |  8  |  14 | 10 | 11 |     144     |    15    |   1.56   |     0.31    |  1.00  |   0.72  | ibmq_marrakesh |
|   3348 |   7   |   16  |  4   |  8   |    0.25    | 5  | 6  | 9  | 0  |  6  |  4  |  3  | 4  | 10 |      77     |    14    |   0.57   |     0.44    |  0.44  |   0.71  |ibmq_washington |
|   3349 |   10  |   46  |  13  |  14  |    0.28    | 11 | 13 | 23 | 15 |  21 |  9  |  11 | 16 | 11 |     209     |    15    |   1.30   |     0.22    |  0.87  |   0.69  | ibmq_marrakesh |
|   3350 |   9   |   46  |  19  |  14  |    0.41    | 14 | 12 | 16 | 13 |  13 |  15 |  10 | 14 | 16 |     196     |    15    |   2.11   |     0.20    |  1.27  |   0.70  |  ibmq_prague   |
|   3351 |   9   |   37  |  16  |  9   |    0.43    | 14 | 10 | 15 | 13 |  9  |  7  |  8  | 16 | 11 |     163     |    15    |   1.78   |     0.24    |  1.60  |   0.69  |  ibmq_quebec   |
|   3352 |   11  |   15  |  10  |  7   |    0.67    | 6  | 4  | 0  | 9  |  11 |  3  |  3  | 5  | 4  |      84     |    14    |   0.91   |     0.73    |  1.25  |   0.62  |ibmq_poughkeepsie|
|   3353 |   10  |   42  |  18  |  11  |    0.43    | 17 | 16 | 11 | 13 |  17 |  20 |  24 | 16 | 16 |     224     |    15    |   1.80   |     0.24    |  1.50  |   0.72  | ibmq_singapore |
|   3354 |   4   |   41  |  9   |  8   |    0.22    | 4  | 7  | 10 | 6  |  4  |  6  |  4  | 8  | 7  |      97     |    15    |   2.25   |     0.10    |  1.00  |   0.66  |  ibmq_sydney   |
|   3355 |   4   |   34  |  5   |  4   |    0.15    | 12 | 3  | 4  | 4  |  6  |  2  |  3  | 6  | 6  |      74     |    15    |   1.25   |     0.12    |  1.00  |   0.68  |ibmq_sherbrooke |
|   3356 |   10  |   26  |  9   |  10  |    0.35    | 15 | 11 | 10 | 6  |  8  |  5  |  8  | 10 | 8  |     132     |    15    |   0.90   |     0.38    |  0.82  |   0.69  |  ibmq_prague   |
|   3357 |   7   |   20  |  3   |  6   |    0.15    | 3  | 9  | 3  | 5  |  9  |  6  |  6  | 6  | 10 |      88     |    15    |   0.43   |     0.35    |  0.43  |   0.72  | ibmq_manhattan |
|   3358 |   4   |   30  |  5   |  6   |    0.17    | 2  | 8  | 4  | 7  |  2  |  8  |  4  | 10 | 2  |      75     |    15    |   1.25   |     0.13    |  0.71  |   0.71  | ibmq_rochester |
|   3359 |   4   |   27  |  5   |  4   |    0.19    | 5  | 7  | 3  | 2  |  5  |  0  |  8  | 2  | 2  |      57     |    14    |   1.25   |     0.15    |  1.00  |   0.67  | ibmq_singapore |
|   3360 |   11  |   18  |  8   |  6   |    0.44    | 8  | 6  | 8  | 4  |  4  |  6  |  6  | 1  | 4  |      87     |    15    |   0.73   |     0.61    |  1.14  |   0.61  |  ibmq_prague   |
|   3361 |   5   |   35  |  8   |  8   |    0.23    | 7  | 9  | 7  | 12 |  7  |  8  |  5  | 8  | 7  |     105     |    15    |   1.60   |     0.14    |  0.89  |   0.74  | ibmq_valencia  |
|   3362 |   7   |   18  |  3   |  5   |    0.17    | 3  | 5  | 5  | 5  |  3  |  7  |  3  | 7  | 3  |      68     |    15    |   0.43   |     0.39    |  0.50  |   0.68  | ibmq_peekskill |
|   3363 |   6   |   26  |  8   |  4   |    0.31    | 12 | 6  | 8  | 3  |  5  |  9  |  5  | 4  | 4  |      90     |    15    |   1.33   |     0.23    |  1.60  |   0.67  |  ibmq_prague   |
|   3364 |   6   |   10  |  3   |  3   |    0.30    | 0  | 1  | 1  | 3  |  2  |  0  |  5  | 3  | 1  |      34     |    13    |   0.50   |     0.60    |  0.75  |   0.56  | ibmq_singapore |
|   3365 |   11  |   47  |  31  |  16  |    0.66    | 18 | 27 | 19 | 17 |  18 |  19 |  16 | 22 | 21 |     271     |    15    |   2.82   |     0.23    |  1.82  |   0.71  | ibmq_marrakesh |
|   3366 |   4   |   27  |  3   |  9   |    0.11    | 6  | 2  | 8  | 3  |  3  |  1  |  7  | 6  | 2  |      68     |    15    |   0.75   |     0.15    |  0.30  |   0.69  |   ibmq_perth   |
|   3367 |   10  |   44  |  21  |  11  |    0.48    | 15 | 20 | 9  | 15 |  14 |  14 |  14 | 20 | 21 |     217     |    15    |   2.10   |     0.23    |  1.75  |   0.71  |ibmq_sherbrooke |
|   3368 |   5   |   39  |  11  |  9   |    0.28    | 10 | 5  | 8  | 4  |  14 |  10 |  6  | 12 | 12 |     123     |    15    |   2.20   |     0.13    |  1.10  |   0.73  |  ibmq_quebec   |
|   3369 |   6   |   39  |  8   |  12  |    0.21    | 14 | 7  | 12 | 11 |  9  |  6  |  5  | 8  | 11 |     133     |    15    |   1.33   |     0.15    |  0.62  |   0.71  |ibmq_sherbrooke |
|   3370 |   10  |   39  |  14  |  22  |    0.36    | 15 | 10 | 10 | 16 |  19 |  13 |  21 | 8  | 21 |     212     |    15    |   1.40   |     0.26    |  0.61  |   0.73  |ibmq_sherbrooke |
|   3371 |   7   |   16  |  4   |  4   |    0.25    | 1  | 4  | 4  | 3  |  2  |  5  |  2  | 2  | 5  |      50     |    15    |   0.57   |     0.44    |  0.80  |   0.64  |  ibmq_sydney   |
