+----------+-------+-------+------+------+------------+----+----+----+----+-----+-----+-----+----+----+-------------+----------+----------+-------------+--------+---------+----------------+
|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   525    |   10  |   47  |  18  |  11  |    0.38    | 11 | 16 | 14 | 19 |  13 |  18 |  16 | 14 | 29 |     232     |    15    |   1.80   |     0.21    |  1.50  |   0.69  |ibmq_sherbrooke |
|   526    |   7   |   25  |  7   |  7   |    0.28    | 7  | 6  | 8  | 4  |  5  |  8  |  7  | 5  | 15 |     102     |    15    |   1.00   |     0.28    |  0.88  |   0.71  | ibmq_brooklyn  |
|   527    |   4   |   17  |  2   |  3   |    0.12    | 2  | 2  | 7  | 2  |  1  |  1  |  2  | 4  | 2  |      39     |    15    |   0.50   |     0.24    |  0.50  |   0.67  |  ibmq_quebec   |
|   528    |   5   |   20  |  5   |  4   |    0.25    | 6  | 4  | 1  | 6  |  7  |  4  |  9  | 4  | 4  |      65     |    15    |   1.00   |     0.25    |  1.00  |   0.75  | ibmq_rochester |
|   529    |   11  |   44  |  23  |  20  |    0.52    | 29 | 24 | 20 | 20 |  11 |  16 |  21 | 20 | 17 |     271     |    15    |   2.09   |     0.25    |  1.10  |   0.73  |  ibmq_prague   |
|   530    |   4   |   13  |  4   |  3   |    0.31    | 1  | 2  | 1  | 2  |  1  |  1  |  0  | 3  | 2  |      28     |    14    |   1.00   |     0.31    |  1.00  |   0.57  | ibmq_peekskill |
|   531    |   5   |   31  |  8   |  8   |    0.26    | 2  | 6  | 4  | 2  |  6  |  5  |  7  | 8  | 3  |      78     |    15    |   1.60   |     0.16    |  0.89  |   0.65  |  ibmq_nairobi  |
|   532    |   9   |   35  |  9   |  9   |    0.26    | 9  | 12 | 7  | 7  |  16 |  10 |  8  | 10 | 10 |     148     |    15    |   1.00   |     0.26    |  0.90  |   0.66  | ibmq_singapore |
|   533    |   6   |   17  |  4   |  5   |    0.24    | 2  | 6  | 3  | 4  |  4  |  2  |  3  | 6  | 3  |      60     |    15    |   0.67   |     0.35    |  0.67  |   0.63  | ibmq_marrakesh |
|   534    |   11  |   23  |  8   |  12  |    0.35    | 14 | 12 | 8  | 13 |  10 |  11 |  10 | 11 | 12 |     148     |    15    |   0.73   |     0.48    |  0.62  |   0.76  | ibmq_manhattan |
|   535    |   5   |   32  |  7   |  8   |    0.22    | 5  | 6  | 6  | 5  |  7  |  8  |  6  | 6  | 6  |      91     |    15    |   1.40   |     0.16    |  0.78  |   0.69  |   ibmq_oslo    |
|   536    |   11  |   21  |  11  |  11  |    0.52    | 12 | 15 | 6  | 7  |  4  |  8  |  12 | 8  | 13 |     131     |    15    |   1.00   |     0.52    |  0.92  |   0.73  |ibmq_sherbrooke |
|   537    |   4   |   22  |  4   |  5   |    0.18    | 3  | 2  | 6  | 7  |  3  |  6  |  4  | 1  | 3  |      54     |    15    |   1.00   |     0.18    |  0.67  |   0.74  |  ibmq_ourense  |
|   538    |   6   |   12  |  3   |  1   |    0.25    | 1  | 2  | 1  | 3  |  0  |  1  |  3  | 2  | 2  |      32     |    14    |   0.50   |     0.50    |  1.50  |   0.50  | ibmq_singapore |
|   539    |   7   |   18  |  4   |  4   |    0.22    | 8  | 6  | 6  | 2  |  3  |  0  |  5  | 7  | 12 |      73     |    14    |   0.57   |     0.39    |  0.80  |   0.73  | ibmq_peekskill |
|   540    |   9   |   31  |  6   |  8   |    0.19    | 11 | 6  | 16 | 14 |  13 |  7  |  11 | 8  | 7  |     146     |    15    |   0.67   |     0.29    |  0.67  |   0.69  | ibmq_rochester |
|   541    |   8   |   14  |  3   |  6   |    0.21    | 3  | 3  | 8  | 1  |  6  |  2  |  5  | 3  | 4  |      63     |    15    |   0.38   |     0.57    |  0.43  |   0.65  |  ibmq_prague   |
|   542    |   10  |   46  |  15  |  15  |    0.33    | 15 | 17 | 9  | 18 |  12 |  12 |  11 | 14 | 16 |     198     |    15    |   1.50   |     0.22    |  0.94  |   0.70  |  ibmq_quebec   |
|   543    |   7   |   18  |  3   |  1   |    0.17    | 5  | 6  | 4  | 6  |  3  |  2  |  0  | 4  | 6  |      60     |    14    |   0.43   |     0.39    |  1.50  |   0.62  |   ibmq_osaka   |
|   544    |   9   |   29  |  12  |  7   |    0.41    | 8  | 10 | 9  | 10 |  7  |  5  |  9  | 4  | 11 |     119     |    15    |   1.33   |     0.31    |  1.50  |   0.67  | ibmq_marrakesh |
|   545    |   5   |   20  |  4   |  3   |    0.20    | 3  | 2  | 2  | 2  |  1  |  3  |  7  | 5  | 10 |      57     |    15    |   0.80   |     0.25    |  1.00  |   0.67  | ibmq_singapore |
|   546    |   4   |   12  |  4   |  1   |    0.33    | 2  | 2  | 1  | 4  |  1  |  4  |  3  | 0  | 2  |      31     |    14    |   1.00   |     0.33    |  2.00  |   0.65  |   ibmq_rome    |
|   547    |   6   |   12  |  4   |  1   |    0.33    | 2  | 2  | 2  | 2  |  1  |  5  |  2  | 0  | 7  |      38     |    14    |   0.67   |     0.50    |  2.00  |   0.63  | ibmq_montreal  |
|   548    |   9   |   41  |  11  |  13  |    0.27    | 6  | 15 | 10 | 18 |  18 |  10 |  11 | 14 | 7  |     178     |    15    |   1.22   |     0.22    |  0.79  |   0.69  |  ibmq_prague   |
|   549    |   7   |   21  |  7   |  5   |    0.33    | 7  | 15 | 7  | 8  |  5  |  6  |  8  | 4  | 5  |      93     |    15    |   1.00   |     0.33    |  1.17  |   0.75  |  ibmq_sydney   |
|   550    |   10  |   20  |  8   |  3   |    0.40    | 5  | 2  | 11 | 4  |  4  |  9  |  9  | 7  | 5  |      93     |    15    |   0.80   |     0.50    |  2.00  |   0.63  | ibmq_singapore |
|   551    |   6   |   27  |  11  |  5   |    0.41    | 8  | 2  | 4  | 8  |  6  |  6  |  6  | 1  | 8  |      86     |    15    |   1.83   |     0.22    |  1.83  |   0.63  |  ibmq_prague   |
|   552    |   11  |   52  |  17  |  21  |    0.33    | 16 | 19 | 20 | 12 |  23 |  18 |  16 | 23 | 28 |     271     |    15    |   1.55   |     0.21    |  0.77  |   0.72  | ibmq_singapore |
|   553    |   8   |   9   |  4   |  1   |    0.44    | 3  | 2  | 4  | 2  |  3  |  4  |  1  | 4  | 2  |      43     |    15    |   0.50   |     0.89    |  2.00  |   0.60  | ibmq_marrakesh |
|   554    |   11  |   24  |  6   |  8   |    0.25    | 6  | 4  | 11 | 7  |  12 |  11 |  6  | 7  | 2  |     115     |    15    |   0.55   |     0.46    |  0.67  |   0.64  | ibmq_brooklyn  |
|   555    |   10  |   37  |  17  |  15  |    0.46    | 15 | 16 | 13 | 13 |  19 |  13 |  6  | 11 | 11 |     191     |    15    |   1.70   |     0.27    |  1.06  |   0.69  |   ibmq_osaka   |
|   556    |   7   |   13  |  0   |  5   |    0.00    | 4  | 6  | 1  | 2  |  3  |  4  |  2  | 0  | 2  |      46     |    13    |   0.00   |     0.54    |  0.00  |   0.63  |ibmq_sherbrooke |
|   557    |   9   |   38  |  15  |  8   |    0.39    | 6  | 16 | 10 | 13 |  15 |  21 |  12 | 19 | 11 |     184     |    15    |   1.67   |     0.24    |  1.67  |   0.71  |ibmq_washington |
|   558    |   4   |   21  |  3   |  3   |    0.14    | 3  | 3  | 2  | 1  |  2  |  7  |  6  | 2  | 6  |      51     |    15    |   0.75   |     0.19    |  0.75  |   0.69  |  ibmq_manila   |
|   559    |   11  |   47  |  25  |  18  |    0.53    | 15 | 19 | 32 | 18 |  24 |  15 |  22 | 17 | 20 |     269     |    15    |   2.27   |     0.23    |  1.32  |   0.74  | ibmq_marrakesh |
|   560    |   7   |   16  |  7   |  2   |    0.44    | 0  | 3  | 3  | 3  |  6  |  3  |  6  | 10 | 8  |      66     |    14    |   1.00   |     0.44    |  2.33  |   0.67  |   ibmq_oslo    |
|   561    |   6   |   25  |  4   |  4   |    0.16    | 6  | 5  | 7  | 4  |  5  |  8  |  5  | 4  | 6  |      81     |    15    |   0.67   |     0.24    |  0.80  |   0.67  |  ibmq_jakarta  |
|   562    |   5   |   10  |  3   |  3   |    0.30    | 2  | 2  | 0  | 2  |  1  |  4  |  0  | 1  | 1  |      27     |    13    |   0.60   |     0.50    |  0.75  |   0.59  | ibmq_manhattan |
|   563    |   9   |   41  |  11  |  11  |    0.27    | 11 | 6  | 21 | 16 |  15 |  8  |  14 | 18 | 11 |     183     |    15    |   1.22   |     0.22    |  0.92  |   0.72  |  ibmq_toronto  |
|   564    |   10  |   51  |  24  |  17  |    0.47    | 18 | 7  | 13 | 17 |  12 |  20 |  16 | 20 | 22 |     236     |    15    |   2.40   |     0.20    |  1.33  |   0.69  |   ibmq_paris   |
|   565    |   10  |   47  |  15  |  15  |    0.32    | 12 | 9  | 12 | 17 |  15 |  15 |  13 | 16 | 15 |     205     |    15    |   1.50   |     0.21    |  0.94  |   0.68  |  ibmq_prague   |
|   566    |   6   |   28  |  7   |  6   |    0.25    | 7  | 7  | 9  | 5  |  9  |  10 |  6  | 6  | 5  |     100     |    15    |   1.17   |     0.21    |  1.00  |   0.70  | ibmq_melbourne |
|   567    |   5   |   14  |  2   |  4   |    0.14    | 6  | 4  | 2  | 2  |  5  |  3  |  4  | 4  | 3  |      49     |    15    |   0.40   |     0.36    |  0.40  |   0.76  |ibmq_poughkeepsie|
|   568    |   7   |   33  |  10  |  6   |    0.30    | 7  | 8  | 10 | 6  |  6  |  12 |  9  | 6  | 4  |     110     |    15    |   1.43   |     0.21    |  1.43  |   0.67  |  ibmq_toronto  |
|   569    |   6   |   21  |  6   |  3   |    0.29    | 3  | 3  | 4  | 4  |  3  |  10 |  5  | 5  | 4  |      72     |    15    |   1.00   |     0.29    |  1.50  |   0.61  | ibmq_manhattan |
|   570    |   8   |   28  |  14  |  11  |    0.50    | 6  | 6  | 6  | 7  |  10 |  5  |  6  | 10 | 8  |     113     |    15    |   1.75   |     0.29    |  1.17  |   0.66  |  ibmq_prague   |
|   571    |   4   |   25  |  5   |  4   |    0.20    | 4  | 4  | 4  | 2  |  2  |  3  |  7  | 6  | 4  |      59     |    15    |   1.25   |     0.16    |  1.00  |   0.68  | ibmq_manhattan |
|   572    |   11  |   31  |  13  |  14  |    0.42    | 12 | 16 | 19 | 10 |  10 |  12 |  9  | 19 | 8  |     180     |    15    |   1.18   |     0.35    |  0.87  |   0.72  |  ibmq_prague   |
|   573    |   4   |   23  |  3   |  2   |    0.13    | 5  | 2  | 2  | 0  |  4  |  7  |  3  | 6  | 2  |      52     |    14    |   0.75   |     0.17    |  1.00  |   0.63  |  ibmq_ourense  |
|   574    |   8   |   28  |  9   |  5   |    0.32    | 9  | 9  | 2  | 5  |  8  |  9  |  5  | 3  | 6  |      97     |    15    |   1.12   |     0.29    |  1.50  |   0.63  | ibmq_brooklyn  |
|   575    |   11  |   51  |  15  |  16  |    0.29    | 18 | 19 | 22 | 16 |  22 |  22 |  16 | 14 | 14 |     255     |    15    |   1.36   |     0.22    |  0.88  |   0.70  | ibmq_singapore |
|   576    |   7   |   28  |  2   |  7   |    0.07    | 13 | 9  | 9  | 11 |  5  |  9  |  7  | 13 | 6  |     118     |    15    |   0.29   |     0.25    |  0.25  |   0.75  |  ibmq_sydney   |
|   577    |   7   |   41  |  18  |  8   |    0.44    | 11 | 8  | 8  | 9  |  12 |  14 |  13 | 12 | 16 |     154     |    15    |   2.57   |     0.17    |  2.00  |   0.72  |ibmq_sherbrooke |
|   578    |   6   |   41  |  14  |  10  |    0.34    | 8  | 7  | 4  | 10 |  8  |  6  |  7  | 7  | 10 |     113     |    15    |   2.33   |     0.15    |  1.27  |   0.68  |  ibmq_quebec   |
|   579    |   11  |   36  |  14  |  10  |    0.39    | 18 | 15 | 15 | 15 |  12 |  13 |  7  | 14 | 18 |     190     |    15    |   1.27   |     0.31    |  1.27  |   0.72  |ibmq_sherbrooke |
|   580    |   9   |   10  |  4   |  3   |    0.40    | 4  | 6  | 7  | 3  |  1  |  6  |  1  | 2  | 0  |      54     |    14    |   0.44   |     0.90    |  1.00  |   0.61  | ibmq_rochester |
|   581    |   7   |   33  |  15  |  8   |    0.45    | 12 | 8  | 13 | 6  |  7  |  11 |  11 | 12 | 8  |     132     |    15    |   2.14   |     0.21    |  1.67  |   0.73  | ibmq_montreal  |
|   582    |   7   |   46  |  15  |  21  |    0.33    | 11 | 11 | 11 | 3  |  13 |  15 |  13 | 10 | 12 |     168     |    15    |   2.14   |     0.15    |  0.68  |   0.71  |  ibmq_prague   |
|   583    |   4   |   10  |  1   |  0   |    0.10    | 4  | 1  | 0  | 6  |  5  |  0  |  0  | 1  | 2  |      27     |    11    |   0.25   |     0.40    |  1.00  |   0.70  | ibmq_brooklyn  |
|   584    |   4   |   34  |  3   |  6   |    0.09    | 7  | 3  | 6  | 6  |  5  |  5  |  13 | 1  | 9  |      83     |    15    |   0.75   |     0.12    |  0.43  |   0.73  | ibmq_valencia  |
|   585    |   10  |   57  |  12  |  17  |    0.21    | 15 | 14 | 14 | 14 |  17 |  17 |  23 | 28 | 13 |     245     |    15    |   1.20   |     0.18    |  0.67  |   0.70  |  ibmq_quebec   |
|   586    |   4   |   14  |  2   |  3   |    0.14    | 1  | 5  | 1  | 4  |  0  |  3  |  5  | 0  | 2  |      35     |    13    |   0.50   |     0.29    |  0.50  |   0.69  | ibmq_peekskill |
|   587    |   8   |   28  |  3   |  10  |    0.11    | 6  | 9  | 7  | 9  |  5  |  6  |  14 | 6  | 12 |     119     |    15    |   0.38   |     0.29    |  0.27  |   0.71  |  ibmq_quebec   |
|   588    |   9   |   46  |  17  |  17  |    0.37    | 10 | 13 | 13 | 16 |  18 |  16 |  15 | 14 | 20 |     208     |    15    |   1.89   |     0.20    |  0.94  |   0.73  |  ibmq_quebec   |
|   589    |   5   |   10  |  3   |  2   |    0.30    | 2  | 3  | 1  | 2  |  2  |  7  |  1  | 3  | 2  |      35     |    14    |   0.60   |     0.50    |  1.00  |   0.71  |   ibmq_oslo    |
|   590    |   4   |   13  |  2   |  2   |    0.15    | 3  | 4  | 3  | 2  |  1  |  1  |  2  | 1  | 0  |      30     |    14    |   0.50   |     0.31    |  0.67  |   0.63  |   ibmq_oslo    |
|   591    |   6   |   31  |  9   |  8   |    0.29    | 8  | 7  | 8  | 7  |  4  |  10 |  3  | 7  | 7  |     103     |    15    |   1.50   |     0.19    |  1.00  |   0.67  |  ibmq_mumbai   |
|   592    |   5   |   28  |  6   |  6   |    0.21    | 3  | 6  | 8  | 9  |  9  |  8  |  15 | 4  | 7  |      97     |    15    |   1.20   |     0.18    |  0.86  |   0.77  | ibmq_manhattan |
|   593    |   7   |   25  |  9   |  8   |    0.36    | 8  | 6  | 8  | 4  |  4  |  8  |  13 | 5  | 8  |     101     |    15    |   1.29   |     0.28    |  1.00  |   0.71  |ibmq_sherbrooke |
|   594    |   7   |   12  |  4   |  5   |    0.33    | 4  | 8  | 4  | 4  |  2  |  3  |  1  | 5  | 5  |      58     |    15    |   0.57   |     0.58    |  0.67  |   0.71  |ibmq_sherbrooke |
|   595    |   10  |   23  |  9   |  6   |    0.39    | 6  | 13 | 6  | 8  |  6  |  7  |  6  | 9  | 6  |     111     |    15    |   0.90   |     0.43    |  1.29  |   0.66  | ibmq_peekskill |
|   596    |   6   |   36  |  12  |  10  |    0.33    | 10 | 6  | 9  | 3  |  5  |  9  |  5  | 9  | 3  |     107     |    15    |   2.00   |     0.17    |  1.09  |   0.64  | ibmq_peekskill |
|   597    |   8   |   22  |  7   |  4   |    0.32    | 9  | 4  | 7  | 10 |  10 |  9  |  4  | 9  | 8  |     105     |    15    |   0.88   |     0.36    |  1.40  |   0.70  |   ibmq_paris   |
|   598    |   6   |   26  |  4   |  4   |    0.15    | 7  | 7  | 7  | 6  |  11 |  5  |  7  | 9  | 3  |      93     |    15    |   0.67   |     0.23    |  0.80  |   0.71  |  ibmq_quebec   |
|   599    |   7   |   50  |  10  |  10  |    0.20    | 14 | 11 | 14 | 8  |  12 |  14 |  12 | 16 | 12 |     176     |    15    |   1.43   |     0.14    |  0.91  |   0.70  | ibmq_peekskill |
|   600    |   7   |   21  |  4   |  3   |    0.19    | 4  | 4  | 2  | 4  |  6  |  3  |  5  | 8  | 8  |      69     |    15    |   0.57   |     0.33    |  1.00  |   0.68  |  ibmq_prague   |
|   601    |   5   |   30  |  5   |  7   |    0.17    | 4  | 6  | 11 | 5  |  4  |  4  |  6  | 10 | 6  |      85     |    15    |   1.00   |     0.17    |  0.62  |   0.74  |  ibmq_sydney   |
|   602    |   4   |   41  |  11  |  4   |    0.27    | 10 | 6  | 5  | 8  |  7  |  6  |  6  | 11 | 4  |     100     |    15    |   2.75   |     0.10    |  2.20  |   0.67  |ibmq_washington |
|   603    |   8   |   18  |  9   |  6   |    0.50    | 4  | 6  | 8  | 1  |  7  |  11 |  3  | 6  | 4  |      82     |    15    |   1.12   |     0.44    |  1.29  |   0.68  |  ibmq_quebec   |
|   604    |   10  |   34  |  14  |  9   |    0.41    | 8  | 10 | 9  | 10 |  14 |  9  |  14 | 13 | 9  |     153     |    15    |   1.40   |     0.29    |  1.40  |   0.69  | ibmq_marrakesh |
|   605    |   6   |   13  |  3   |  4   |    0.23    | 5  | 3  | 2  | 5  |  3  |  5  |  1  | 2  | 0  |      47     |    14    |   0.50   |     0.46    |  0.60  |   0.64  |  ibmq_mumbai   |
|   606    |   7   |   37  |  11  |  10  |    0.30    | 7  | 14 | 2  | 12 |  12 |  8  |  12 | 16 | 9  |     140     |    15    |   1.57   |     0.19    |  1.00  |   0.73  |ibmq_sherbrooke |
|   607    |   7   |   20  |  7   |  8   |    0.35    | 9  | 6  | 5  | 1  |  6  |  1  |  1  | 4  | 4  |      69     |    15    |   1.00   |     0.35    |  0.78  |   0.65  | ibmq_rochester |
|   608    |   9   |   42  |  10  |  17  |    0.24    | 14 | 7  | 15 | 13 |  12 |  21 |  20 | 17 | 9  |     198     |    15    |   1.11   |     0.21    |  0.56  |   0.73  |  ibmq_quebec   |
|   609    |   7   |   10  |  0   |  3   |    0.00    | 1  | 1  | 5  | 5  |  3  |  3  |  0  | 3  | 4  |      44     |    13    |   0.00   |     0.70    |  0.00  |   0.64  |  ibmq_mumbai   |
|   610    |   4   |   39  |  9   |  6   |    0.23    | 5  | 1  | 6  | 7  |  7  |  8  |  8  | 6  | 7  |      92     |    15    |   2.25   |     0.10    |  1.29  |   0.66  | ibmq_manhattan |
|   611    |   11  |   22  |  8   |  7   |    0.36    | 7  | 10 | 9  | 16 |  15 |  5  |  10 | 8  | 9  |     134     |    15    |   0.73   |     0.50    |  1.00  |   0.72  |  ibmq_mumbai   |
|   612    |   9   |   12  |  5   |  5   |    0.42    | 6  | 2  | 2  | 4  |  6  |  4  |  3  | 9  | 2  |      64     |    15    |   0.56   |     0.75    |  0.83  |   0.67  |  ibmq_mumbai   |
|   613    |   9   |   18  |  9   |  0   |    0.50    | 6  | 5  | 1  | 7  |  10 |  6  |  4  | 12 | 8  |      90     |    14    |   1.00   |     0.50    |  9.00  |   0.66  |  ibmq_prague   |
|   614    |   11  |   38  |  18  |  8   |    0.47    | 17 | 14 | 14 | 13 |  14 |  17 |  12 | 13 | 17 |     200     |    15    |   1.64   |     0.29    |  2.00  |   0.69  | ibmq_brooklyn  |
|   615    |   7   |   39  |  7   |  12  |    0.18    | 9  | 14 | 10 | 8  |  11 |  16 |  6  | 15 | 12 |     149     |    15    |   1.00   |     0.18    |  0.54  |   0.76  |  ibmq_prague   |
|   616    |   6   |   21  |  7   |  5   |    0.33    | 7  | 9  | 3  | 2  |  6  |  2  |  6  | 3  | 7  |      72     |    15    |   1.17   |     0.29    |  1.17  |   0.69  |  ibmq_mumbai   |
|   617    |   8   |   30  |  9   |  9   |    0.30    | 5  | 10 | 12 | 7  |  11 |  7  |  5  | 12 | 8  |     121     |    15    |   1.12   |     0.27    |  0.90  |   0.71  | ibmq_peekskill |
|   618    |   11  |   16  |  5   |  8   |    0.31    | 9  | 6  | 7  | 4  |  9  |  10 |  4  | 4  | 8  |     101     |    15    |   0.45   |     0.69    |  0.56  |   0.68  | ibmq_brooklyn  |
|   619    |   7   |   35  |  9   |  15  |    0.26    | 11 | 10 | 10 | 6  |  9  |  10 |  10 | 8  | 7  |     128     |    15    |   1.29   |     0.20    |  0.56  |   0.75  |  ibmq_toronto  |
|   620    |   4   |   13  |  3   |  1   |    0.23    | 1  | 3  | 1  | 2  |  1  |  4  |  4  | 1  | 4  |      33     |    15    |   0.75   |     0.31    |  1.50  |   0.67  | ibmq_singapore |
|   621    |   6   |   20  |  4   |  8   |    0.20    | 9  | 5  | 3  | 4  |  6  |  4  |  7  | 3  | 3  |      73     |    15    |   0.67   |     0.30    |  0.44  |   0.71  |  ibmq_mumbai   |
|   622    |   8   |   39  |  12  |  10  |    0.31    | 6  | 10 | 6  | 11 |  10 |  10 |  8  | 14 | 7  |     144     |    15    |   1.50   |     0.21    |  1.09  |   0.64  | ibmq_rochester |
|   623    |   7   |   10  |  1   |  1   |    0.10    | 5  | 2  | 3  | 2  |  3  |  1  |  2  | 4  | 5  |      43     |    15    |   0.14   |     0.70    |  0.50  |   0.65  |ibmq_sherbrooke |
|   624    |   9   |   46  |  22  |  12  |    0.48    | 15 | 21 | 8  | 16 |  13 |  13 |  17 | 17 | 7  |     210     |    15    |   2.44   |     0.20    |  1.69  |   0.66  | ibmq_marrakesh |
|   625    |   10  |   46  |  19  |  17  |    0.41    | 14 | 14 | 12 | 14 |  14 |  18 |  21 | 23 | 18 |     230     |    15    |   1.90   |     0.22    |  1.06  |   0.72  | ibmq_marrakesh |
|   626    |   9   |   32  |  12  |  13  |    0.38    | 13 | 15 | 10 | 16 |  9  |  9  |  9  | 16 | 15 |     164     |    15    |   1.33   |     0.28    |  0.86  |   0.76  |ibmq_sherbrooke |
|   627    |   11  |   25  |  8   |  7   |    0.32    | 8  | 5  | 8  | 13 |  7  |  8  |  13 | 12 | 15 |     140     |    15    |   0.73   |     0.44    |  1.00  |   0.69  |ibmq_sherbrooke |
|   628    |   11  |   20  |  9   |  4   |    0.45    | 8  | 8  | 10 | 9  |  2  |  9  |  9  | 4  | 3  |     105     |    15    |   0.82   |     0.55    |  1.80  |   0.63  | ibmq_manhattan |
|   629    |   11  |   44  |  18  |  23  |    0.41    | 14 | 20 | 12 | 14 |  16 |  23 |  19 | 14 | 20 |     245     |    15    |   1.64   |     0.25    |  0.75  |   0.71  |  ibmq_mumbai   |
|   630    |   9   |   30  |  16  |  10  |    0.53    | 9  | 13 | 12 | 14 |  9  |  5  |  6  | 15 | 5  |     144     |    15    |   1.78   |     0.30    |  1.45  |   0.68  | ibmq_peekskill |
|   631    |   8   |   33  |  12  |  18  |    0.36    | 5  | 7  | 12 | 6  |  10 |  8  |  11 | 11 | 10 |     140     |    15    |   1.50   |     0.24    |  0.63  |   0.70  | ibmq_singapore |
